#  Table all_hrc_june03.fits[1]  Thu 15:22:37 12-Jun-2003

#      WAVELENGTH           F220W           F250W           F330W           F435W           F475W           F550M           F555W           F606W           F625W           F775W           F814W          F850LP

           8617.5     2.418612E-6     1.083633E-6     8.634114E-9     6.441557E-8     6.005074E-8     2.550194E-7     1.439118E-8     2.768915E-7     1.535920E-6     0.002941123        0.136613       0.1222271
            8618.     2.418902E-6     1.082269E-6     8.648834E-9     6.437582E-8     6.002077E-8     2.551519E-7     1.440476E-8     2.767979E-7     1.538346E-6     0.002886885       0.1365871       0.1221811
           8618.5     2.419192E-6     1.080905E-6     8.663548E-9     6.433607E-8     5.999077E-8     2.552842E-7     1.441833E-8     2.767044E-7     1.540771E-6     0.002832655       0.1365612       0.1221352
            8619.     2.419482E-6     1.079541E-6     8.678260E-9     6.429632E-8     5.996078E-8     2.554166E-7     1.443189E-8     2.766109E-7     1.543196E-6     0.002778434       0.1365353       0.1220892
           8619.5     2.419772E-6     1.078177E-6     8.692971E-9     6.425658E-8     5.993080E-8     2.555489E-7     1.444545E-8     2.765173E-7     1.545620E-6     0.002724223       0.1365094       0.1220432
            8620.     2.420061E-6     1.076813E-6     8.707674E-9     6.421683E-8     5.990080E-8     2.556811E-7     1.445901E-8     2.764238E-7     1.548044E-6      0.00267002       0.1364835       0.1219972
           8620.5     2.420333E-6     1.075442E-6     8.722315E-9     6.417662E-8     5.987039E-8     2.558115E-7     1.447246E-8     2.763283E-7     1.533734E-6     0.002632849       0.1365631        0.122064
            8621.     2.420604E-6     1.074071E-6     8.736952E-9     6.413644E-8     5.983998E-8     2.559419E-7     1.448591E-8     2.762328E-7     1.519427E-6     0.002595685       0.1366427       0.1221307
           8621.5     2.420876E-6     1.072701E-6     8.751587E-9     6.409625E-8     5.980957E-8     2.560722E-7     1.449936E-8     2.761373E-7     1.505123E-6     0.002558528       0.1367222       0.1221974
            8622.     2.421147E-6     1.071330E-6     8.766218E-9     6.405606E-8     5.977916E-8     2.562025E-7     1.451280E-8     2.760417E-7     1.490821E-6     0.002521378       0.1368018       0.1222641
           8622.5     2.421418E-6     1.069960E-6     8.780844E-9     6.401587E-8     5.974875E-8     2.563327E-7     1.452624E-8     2.759462E-7     1.476522E-6     0.002484234       0.1368813       0.1223308
            8623.     2.421689E-6     1.068589E-6     8.795467E-9     6.397568E-8     5.971834E-8     2.564628E-7     1.453967E-8     2.758507E-7     1.462225E-6     0.002447097       0.1369608       0.1223974
           8623.5     2.421960E-6     1.067219E-6     8.810088E-9     6.393551E-8     5.968794E-8     2.565930E-7     1.455310E-8     2.757552E-7     1.447931E-6     0.002409966       0.1370402       0.1224641
            8624.     2.422229E-6     1.065849E-6     8.824704E-9     6.389531E-8     5.965752E-8     2.567230E-7     1.456653E-8     2.756595E-7     1.433640E-6     0.002372843       0.1371196       0.1225306
           8624.5     2.422499E-6     1.064479E-6     8.839315E-9     6.385513E-8     5.962711E-8     2.568530E-7     1.457995E-8     2.755640E-7     1.419350E-6     0.002335725        0.137199       0.1225972
            8625.     2.422769E-6     1.063109E-6     8.853925E-9     6.381494E-8     5.959670E-8     2.569830E-7     1.459337E-8     2.754684E-7     1.405064E-6     0.002298615       0.1372784       0.1226638
           8625.5     2.423038E-6     1.061740E-6     8.868530E-9     6.377477E-8     5.956630E-8     2.571130E-7     1.460678E-8     2.753729E-7     1.390780E-6     0.002261512       0.1373577       0.1227303
            8626.     2.423307E-6     1.060371E-6     8.883132E-9     6.373458E-8     5.953588E-8     2.572428E-7     1.462019E-8     2.752773E-7     1.376498E-6     0.002224415        0.137437       0.1227968
           8626.5     2.423576E-6     1.059001E-6     8.897730E-9     6.369442E-8     5.950547E-8     2.573727E-7     1.463360E-8     2.751817E-7     1.362219E-6     0.002187325       0.1375163       0.1228632
            8627.     2.423844E-6     1.057632E-6     8.912325E-9     6.365424E-8     5.947507E-8     2.575024E-7     1.464700E-8     2.750861E-7     1.347943E-6     0.002150242       0.1375956       0.1229297
           8627.5     2.424112E-6     1.056263E-6     8.926915E-9     6.361406E-8     5.944465E-8     2.576321E-7     1.466040E-8     2.749904E-7     1.333669E-6     0.002113165       0.1376748       0.1229961
            8628.     2.424379E-6     1.054894E-6     8.941502E-9     6.357388E-8     5.941424E-8     2.577618E-7     1.467379E-8     2.748948E-7     1.319398E-6     0.002076095        0.137754       0.1230625
           8628.5     2.424647E-6     1.053526E-6     8.956086E-9     6.353370E-8     5.938383E-8     2.578914E-7     1.468718E-8     2.747992E-7     1.305129E-6     0.002039032       0.1378331       0.1231289
            8629.     2.424914E-6     1.052157E-6     8.970667E-9     6.349354E-8     5.935343E-8     2.580210E-7     1.470057E-8     2.747035E-7     1.290863E-6     0.002001976       0.1379123       0.1231952
           8629.5     2.425182E-6     1.050789E-6     8.985243E-9     6.345337E-8     5.932301E-8     2.581505E-7     1.471395E-8     2.746079E-7     1.276600E-6     0.001964926       0.1379914       0.1232616
            8630.     2.425448E-6     1.049421E-6     8.999814E-9     6.341320E-8     5.929260E-8     2.582800E-7     1.472733E-8     2.745122E-7     1.262339E-6     0.001927884       0.1380705       0.1233279
           8630.5     2.425712E-6     1.048052E-6     9.014375E-9     6.337297E-8     5.926212E-8     2.584092E-7     1.474069E-8     2.744163E-7     1.248079E-6     0.001901477       0.1380644        0.123231
            8631.     2.425976E-6     1.046683E-6     9.028932E-9     6.333275E-8     5.923167E-8     2.585383E-7     1.475405E-8     2.743203E-7     1.233822E-6     0.001875075       0.1380582       0.1231342
           8631.5     2.426239E-6     1.045314E-6     9.043485E-9     6.329252E-8     5.920120E-8     2.586674E-7     1.476740E-8     2.742244E-7     1.219568E-6     0.001848678       0.1380521       0.1230373
            8632.     2.426502E-6     1.043946E-6     9.058035E-9     6.325231E-8     5.917073E-8     2.587964E-7     1.478075E-8     2.741285E-7     1.205316E-6     0.001822286       0.1380459       0.1229405
           8632.5     2.426765E-6     1.042578E-6     9.072583E-9     6.321209E-8     5.914027E-8     2.589254E-7     1.479410E-8     2.740325E-7     1.191067E-6     0.001795899       0.1380398       0.1228437
            8633.     2.427028E-6     1.041210E-6     9.087125E-9     6.317188E-8     5.910981E-8     2.590544E-7     1.480744E-8     2.739366E-7     1.176821E-6     0.001769517       0.1380336       0.1227469
           8633.5     2.427290E-6     1.039841E-6     9.101663E-9     6.313165E-8     5.907934E-8     2.591832E-7     1.482077E-8     2.738405E-7     1.162576E-6     0.001743139       0.1380274       0.1226501
            8634.     2.427553E-6     1.038473E-6     9.116198E-9     6.309144E-8     5.904888E-8     2.593121E-7     1.483411E-8     2.737446E-7     1.148335E-6     0.001716766       0.1380212       0.1225533
           8634.5     2.427814E-6     1.037106E-6     9.130730E-9     6.305122E-8     5.901841E-8     2.594409E-7     1.484744E-8     2.736486E-7     1.134097E-6     0.001690399        0.138015       0.1224565
            8635.     2.428076E-6     1.035738E-6     9.145258E-9     6.301102E-8     5.898795E-8     2.595696E-7     1.486076E-8     2.735526E-7     1.119861E-6     0.001664036       0.1380088       0.1223597
           8635.5     2.428337E-6     1.034371E-6     9.159780E-9     6.297080E-8     5.895748E-8     2.596983E-7     1.487408E-8     2.734566E-7     1.105627E-6     0.001637678       0.1380025        0.122263
            8636.     2.428598E-6     1.033004E-6     9.174300E-9     6.293059E-8     5.892701E-8     2.598269E-7     1.488739E-8     2.733605E-7     1.091396E-6     0.001611325       0.1379962       0.1221662
           8636.5     2.428859E-6     1.031637E-6     9.188819E-9     6.289039E-8     5.889655E-8     2.599555E-7     1.490071E-8     2.732646E-7     1.077169E-6     0.001584977         0.13799       0.1220694
            8637.     2.429119E-6     1.030270E-6     9.203331E-9     6.285018E-8     5.886609E-8     2.600841E-7     1.491402E-8     2.731685E-7     1.062943E-6     0.001558634       0.1379837       0.1219727
           8637.5     2.429379E-6     1.028903E-6     9.217839E-9     6.280997E-8     5.883562E-8     2.602125E-7     1.492732E-8     2.730724E-7     1.048720E-6     0.001532296       0.1379774       0.1218759
            8638.     2.429639E-6     1.027537E-6     9.232345E-9     6.276977E-8     5.880516E-8     2.603409E-7     1.494062E-8     2.729764E-7     1.034500E-6     0.001505963       0.1379711       0.1217792
           8638.5     2.429899E-6     1.026170E-6     9.246848E-9     6.272958E-8     5.877469E-8     2.604693E-7     1.495392E-8     2.728804E-7     1.020283E-6     0.001479635       0.1379648       0.1216825
            8639.     2.430157E-6     1.024804E-6     9.261344E-9     6.268937E-8     5.874423E-8     2.605977E-7     1.496721E-8     2.727843E-7     1.006068E-6     0.001453311       0.1379585       0.1215857
           8639.5     2.430416E-6     1.023438E-6     9.275839E-9     6.264919E-8     5.871377E-8     2.607259E-7     1.498050E-8     2.726883E-7     9.918559E-7     0.001426993       0.1379521        0.121489
            8640.     2.430675E-6     1.022072E-6     9.290329E-9     6.260899E-8     5.868331E-8     2.608542E-7     1.499379E-8     2.725922E-7     9.776464E-7      0.00140068       0.1379458       0.1213923
           8640.5     2.430947E-6     1.020712E-6     9.304867E-9     6.256914E-8     5.865316E-8     2.609838E-7     1.500715E-8     2.724975E-7     9.634449E-7     0.001381594       0.1378199       0.1215014
            8641.     2.431218E-6     1.019352E-6     9.319399E-9     6.252927E-8     5.862301E-8     2.611133E-7     1.502051E-8     2.724029E-7     9.492458E-7     0.001362512        0.137694       0.1216104
           8641.5     2.431488E-6     1.017992E-6     9.333928E-9     6.248941E-8     5.859285E-8     2.612427E-7     1.503386E-8     2.723082E-7     9.350491E-7     0.001343433       0.1375682       0.1217194
            8642.     2.431759E-6     1.016632E-6     9.348454E-9     6.244957E-8     5.856271E-8     2.613722E-7     1.504721E-8     2.722136E-7     9.208553E-7     0.001324357       0.1374424       0.1218284
           8642.5     2.432030E-6     1.015273E-6     9.362980E-9     6.240973E-8     5.853258E-8     2.615017E-7     1.506056E-8     2.721190E-7     9.066640E-7     0.001305285       0.1373165       0.1219374
            8643.     2.432300E-6     1.013913E-6     9.377497E-9     6.236987E-8     5.850243E-8     2.616310E-7     1.507390E-8     2.720243E-7     8.924750E-7     0.001286216       0.1371907       0.1220463
           8643.5     2.432570E-6     1.012554E-6     9.392013E-9     6.233002E-8     5.847227E-8     2.617602E-7     1.508723E-8     2.719297E-7     8.782885E-7      0.00126715       0.1370649       0.1221552
            8644.     2.432839E-6     1.011195E-6     9.406525E-9     6.229018E-8     5.844213E-8     2.618895E-7     1.510057E-8     2.718350E-7     8.641046E-7     0.001248088       0.1369391        0.122264
           8644.5     2.433108E-6     1.009836E-6     9.421034E-9     6.225034E-8     5.841198E-8     2.620187E-7     1.511390E-8     2.717403E-7     8.499234E-7      0.00122903       0.1368133       0.1223728
            8645.     2.433377E-6     1.008477E-6     9.435539E-9     6.221049E-8     5.838183E-8     2.621479E-7     1.512722E-8     2.716456E-7     8.357445E-7     0.001209974       0.1366875       0.1224816
           8645.5     2.433645E-6     1.007118E-6     9.450038E-9     6.217065E-8     5.835168E-8     2.622769E-7     1.514054E-8     2.715508E-7     8.215683E-7     0.001190922       0.1365617       0.1225904
            8646.     2.433914E-6     1.005760E-6     9.464537E-9     6.213082E-8     5.832155E-8     2.624060E-7     1.515387E-8     2.714562E-7     8.073948E-7     0.001171874        0.136436       0.1226991
           8646.5     2.434182E-6     1.004401E-6     9.479031E-9     6.209098E-8     5.829139E-8     2.625350E-7     1.516718E-8     2.713615E-7     7.932236E-7     0.001152829       0.1363102       0.1228078
            8647.     2.434450E-6     1.003043E-6     9.493521E-9     6.205113E-8     5.826124E-8     2.626639E-7     1.518049E-8     2.712667E-7     7.790551E-7     0.001133787       0.1361845       0.1229165
           8647.5     2.434717E-6     1.001685E-6     9.508007E-9     6.201129E-8     5.823109E-8     2.627928E-7     1.519379E-8     2.711719E-7     7.648890E-7     0.001114749       0.1360588       0.1230251
            8648.     2.434984E-6     1.000327E-6     9.522490E-9     6.197146E-8     5.820094E-8     2.629217E-7     1.520710E-8     2.710772E-7     7.507257E-7     0.001095715       0.1359331       0.1231337
           8648.5     2.435251E-6     9.989692E-7     9.536969E-9     6.193162E-8     5.817080E-8     2.630505E-7     1.522040E-8     2.709825E-7     7.365649E-7     0.001076684       0.1358073       0.1232423
            8649.     2.435518E-6     9.976118E-7     9.551445E-9     6.189179E-8     5.814065E-8     2.631792E-7     1.523369E-8     2.708877E-7     7.224065E-7     0.001057656       0.1356816       0.1233508
           8649.5     2.435784E-6     9.962544E-7     9.565918E-9     6.185196E-8     5.811050E-8     2.633080E-7     1.524698E-8     2.707929E-7     7.082509E-7     0.001038632        0.135556       0.1234593
            8650.     2.436050E-6     9.948968E-7     9.580384E-9     6.181212E-8     5.808035E-8     2.634366E-7     1.526026E-8     2.706981E-7     6.940978E-7      0.00101961       0.1354303       0.1235678
           8650.5     2.436312E-6     9.935383E-7     9.594835E-9     6.177221E-8     5.805011E-8     2.635648E-7     1.527352E-8     2.706029E-7     6.799463E-7     0.001005958        0.135495        0.123563
            8651.     2.436574E-6     9.921800E-7     9.609284E-9     6.173229E-8     5.801989E-8     2.636930E-7     1.528678E-8     2.705078E-7     6.657975E-7     9.923072E-4       0.1355598       0.1235583
           8651.5     2.436836E-6     9.908218E-7     9.623728E-9     6.169238E-8     5.798966E-8     2.638211E-7     1.530004E-8     2.704125E-7     6.516512E-7     9.786593E-4       0.1356245       0.1235536
            8652.     2.437097E-6     9.894636E-7     9.638167E-9     6.165246E-8     5.795942E-8     2.639491E-7     1.531328E-8     2.703173E-7     6.375076E-7     9.650138E-4       0.1356892       0.1235489
           8652.5     2.437358E-6     9.881057E-7     9.652601E-9     6.161255E-8     5.792919E-8     2.640772E-7     1.532653E-8     2.702221E-7     6.233666E-7     9.513707E-4       0.1357538       0.1235441
            8653.     2.437619E-6     9.867480E-7     9.667034E-9     6.157264E-8     5.789896E-8     2.642051E-7     1.533977E-8     2.701269E-7     6.092284E-7     9.377303E-4       0.1358185       0.1235393
           8653.5     2.437880E-6     9.853907E-7     9.681465E-9     6.153274E-8     5.786873E-8     2.643331E-7     1.535300E-8     2.700317E-7     5.950927E-7     9.240926E-4       0.1358831       0.1235346
            8654.     2.438140E-6     9.840330E-7     9.695889E-9     6.149282E-8     5.783849E-8     2.644609E-7     1.536624E-8     2.699364E-7     5.809597E-7     9.104570E-4       0.1359477       0.1235298
           8654.5     2.438400E-6     9.826757E-7     9.710309E-9     6.145292E-8     5.780826E-8     2.645887E-7     1.537946E-8     2.698412E-7     5.668293E-7     8.968242E-4       0.1360122        0.123525
            8655.     2.438659E-6     9.813187E-7     9.724726E-9     6.141301E-8     5.777803E-8     2.647165E-7     1.539269E-8     2.697459E-7     5.527016E-7     8.831939E-4       0.1360768       0.1235202
           8655.5     2.438919E-6     9.799618E-7     9.739141E-9     6.137311E-8     5.774780E-8     2.648442E-7     1.540591E-8     2.696506E-7     5.385766E-7     8.695661E-4       0.1361413       0.1235153
            8656.     2.439177E-6     9.786049E-7     9.753551E-9     6.133322E-8     5.771757E-8     2.649719E-7     1.541912E-8     2.695554E-7     5.244542E-7     8.559409E-4       0.1362057       0.1235105
           8656.5     2.439436E-6     9.772483E-7     9.767957E-9     6.129331E-8     5.768734E-8     2.650995E-7     1.543233E-8     2.694601E-7     5.103345E-7     8.423182E-4       0.1362702       0.1235057
            8657.     2.439695E-6     9.758920E-7     9.782359E-9     6.125342E-8     5.765711E-8     2.652270E-7     1.544554E-8     2.693648E-7     4.962175E-7     8.286980E-4       0.1363346       0.1235008
           8657.5     2.439953E-6     9.745357E-7     9.796758E-9     6.121352E-8     5.762688E-8     2.653546E-7     1.545875E-8     2.692695E-7     4.821031E-7     8.150804E-4        0.136399        0.123496
            8658.     2.440210E-6     9.731793E-7     9.811151E-9     6.117362E-8     5.759663E-8     2.654820E-7     1.547194E-8     2.691741E-7     4.679914E-7     8.014651E-4       0.1364634       0.1234911
           8658.5     2.440468E-6     9.718236E-7     9.825543E-9     6.113373E-8     5.756641E-8     2.656094E-7     1.548514E-8     2.690788E-7     4.538823E-7     7.878526E-4       0.1365278       0.1234862
            8659.     2.440725E-6     9.704678E-7     9.839931E-9     6.109384E-8     5.753618E-8     2.657368E-7     1.549833E-8     2.689835E-7     4.397760E-7     7.742427E-4       0.1365921       0.1234813
           8659.5     2.440982E-6     9.691122E-7     9.854316E-9     6.105395E-8     5.750595E-8     2.658641E-7     1.551152E-8     2.688882E-7     4.256725E-7     7.606353E-4       0.1366564       0.1234764
            8660.     2.441239E-6     9.677567E-7     9.868694E-9     6.101406E-8     5.747572E-8     2.659913E-7     1.552470E-8     2.687928E-7     4.115714E-7     7.470304E-4       0.1367207       0.1234714
           8660.5     2.441495E-6     9.664012E-7     9.883068E-9     6.097417E-8     5.744547E-8     2.661185E-7     1.553788E-8     2.686974E-7     4.090474E-7     7.375151E-4       0.1367074       0.1235158
            8661.     2.441750E-6     9.650458E-7     9.897438E-9     6.093426E-8     5.741523E-8     2.662455E-7     1.555105E-8     2.686020E-7     4.065239E-7     7.280015E-4       0.1366941       0.1235601
           8661.5     2.442005E-6     9.636906E-7     9.911804E-9     6.089436E-8     5.738498E-8     2.663726E-7     1.556421E-8     2.685065E-7     4.040007E-7     7.184896E-4       0.1366807       0.1236044
            8662.     2.442260E-6     9.623357E-7     9.926167E-9     6.085448E-8     5.735475E-8     2.664996E-7     1.557738E-8     2.684111E-7     4.014781E-7     7.089797E-4       0.1366674       0.1236488
           8662.5     2.442515E-6     9.609810E-7     9.940526E-9     6.081458E-8     5.732451E-8     2.666265E-7     1.559054E-8     2.683157E-7     3.989559E-7     6.994716E-4       0.1366541       0.1236931
            8663.     2.442769E-6     9.596262E-7     9.954880E-9     6.077469E-8     5.729427E-8     2.667534E-7     1.560369E-8     2.682202E-7     3.964342E-7     6.899651E-4       0.1366407       0.1237373
           8663.5     2.443023E-6     9.582718E-7     9.969231E-9     6.073480E-8     5.726402E-8     2.668802E-7     1.561684E-8     2.681247E-7     3.939128E-7     6.804604E-4       0.1366273       0.1237815
            8664.     2.443277E-6     9.569173E-7     9.983580E-9     6.069491E-8     5.723378E-8     2.670070E-7     1.562999E-8     2.680293E-7     3.913919E-7     6.709577E-4        0.136614       0.1238258
           8664.5     2.443531E-6     9.555632E-7     9.997922E-9     6.065502E-8     5.720354E-8     2.671337E-7     1.564313E-8     2.679338E-7     3.888716E-7     6.614566E-4       0.1366006         0.12387
            8665.     2.443784E-6     9.542093E-7     1.001226E-8     6.061514E-8     5.717330E-8     2.672604E-7     1.565627E-8     2.678383E-7     3.863516E-7     6.519574E-4       0.1365872       0.1239141
           8665.5     2.444037E-6     9.528554E-7     1.002660E-8     6.057525E-8     5.714304E-8     2.673870E-7     1.566940E-8     2.677428E-7     3.838321E-7     6.424599E-4       0.1365738       0.1239583
            8666.     2.444289E-6     9.515016E-7     1.004093E-8     6.053536E-8     5.711280E-8     2.675136E-7     1.568253E-8     2.676473E-7     3.813131E-7     6.329641E-4       0.1365603       0.1240024
           8666.5     2.444542E-6     9.501483E-7     1.005526E-8     6.049549E-8     5.708257E-8     2.676402E-7     1.569566E-8     2.675518E-7     3.787946E-7     6.234705E-4       0.1365469       0.1240465
            8667.     2.444793E-6     9.487949E-7     1.006958E-8     6.045560E-8     5.705232E-8     2.677666E-7     1.570878E-8     2.674562E-7     3.762763E-7     6.139782E-4       0.1365335       0.1240906
           8667.5     2.445046E-6     9.474418E-7     1.008390E-8     6.041574E-8     5.702209E-8     2.678930E-7     1.572190E-8     2.673607E-7     3.737587E-7     6.044881E-4         0.13652       0.1241347
            8668.     2.445297E-6     9.460888E-7     1.009822E-8     6.037586E-8     5.699184E-8     2.680194E-7     1.573501E-8     2.672652E-7     3.712415E-7     5.949996E-4       0.1365066       0.1241787
           8668.5     2.445548E-6     9.447361E-7     1.011253E-8     6.033599E-8     5.696161E-8     2.681457E-7     1.574812E-8     2.671697E-7     3.687248E-7     5.855130E-4       0.1364931       0.1242228
            8669.     2.445798E-6     9.433834E-7     1.012684E-8     6.029612E-8     5.693136E-8     2.682719E-7     1.576123E-8     2.670741E-7     3.662085E-7     5.760283E-4       0.1364796       0.1242668
           8669.5     2.446049E-6     9.420311E-7     1.014115E-8     6.025625E-8     5.690112E-8     2.683982E-7     1.577433E-8     2.669785E-7     3.636927E-7     5.665452E-4       0.1364661       0.1243108
            8670.     2.446299E-6     9.406788E-7     1.015545E-8     6.021639E-8     5.687088E-8     2.685243E-7     1.578742E-8     2.668830E-7     3.611773E-7     5.570642E-4       0.1364526       0.1243547
           8670.5     2.446550E-6     9.393269E-7     1.016975E-8     6.017653E-8     5.684065E-8     2.686505E-7     1.580052E-8     2.667874E-7     3.586625E-7     5.531409E-4       0.1363406       0.1243424
            8671.     2.446799E-6     9.379750E-7     1.018404E-8     6.013668E-8     5.681042E-8     2.687766E-7     1.581361E-8     2.666919E-7     3.561481E-7     5.492184E-4       0.1362287       0.1243301
           8671.5     2.447050E-6     9.366236E-7     1.019833E-8     6.009683E-8     5.678019E-8     2.689026E-7     1.582670E-8     2.665963E-7     3.536342E-7     5.452966E-4       0.1361167       0.1243178
            8672.     2.447299E-6     9.352720E-7     1.021262E-8     6.005698E-8     5.674996E-8     2.690286E-7     1.583978E-8     2.665008E-7     3.511207E-7     5.413756E-4       0.1360048       0.1243055
           8672.5     2.447548E-6     9.339209E-7     1.022691E-8     6.001713E-8     5.671974E-8     2.691546E-7     1.585286E-8     2.664052E-7     3.486078E-7     5.374553E-4       0.1358929       0.1242931
            8673.     2.447797E-6     9.325699E-7     1.024119E-8     5.997730E-8     5.668952E-8     2.692805E-7     1.586593E-8     2.663097E-7     3.460953E-7     5.335357E-4        0.135781       0.1242808
           8673.5     2.448046E-6     9.312190E-7     1.025546E-8     5.993745E-8     5.665929E-8     2.694064E-7     1.587900E-8     2.662141E-7     3.435832E-7     5.296168E-4       0.1356691       0.1242684
            8674.     2.448294E-6     9.298683E-7     1.026973E-8     5.989761E-8     5.662906E-8     2.695321E-7     1.589207E-8     2.661185E-7     3.410717E-7     5.256987E-4       0.1355572       0.1242561
           8674.5     2.448542E-6     9.285177E-7     1.028400E-8     5.985777E-8     5.659883E-8     2.696579E-7     1.590513E-8     2.660229E-7     3.385605E-7     5.217813E-4       0.1354453       0.1242437
            8675.     2.448790E-6     9.271674E-7     1.029827E-8     5.981793E-8     5.656861E-8     2.697836E-7     1.591819E-8     2.659274E-7     3.360499E-7     5.178646E-4       0.1353334       0.1242313
           8675.5     2.449037E-6     9.258171E-7     1.031253E-8     5.977810E-8     5.653838E-8     2.699092E-7     1.593124E-8     2.658317E-7     3.335396E-7     5.139486E-4       0.1352215       0.1242189
            8676.     2.449284E-6     9.244671E-7     1.032678E-8     5.973826E-8     5.650815E-8     2.700348E-7     1.594429E-8     2.657361E-7     3.310299E-7     5.100334E-4       0.1351097       0.1242065
           8676.5     2.449531E-6     9.231173E-7     1.034104E-8     5.969843E-8     5.647793E-8     2.701603E-7     1.595734E-8     2.656405E-7     3.285207E-7     5.061189E-4       0.1349978       0.1241941
            8677.     2.449778E-6     9.217677E-7     1.035529E-8     5.965860E-8     5.644770E-8     2.702858E-7     1.597038E-8     2.655449E-7     3.260119E-7     5.022052E-4        0.134886       0.1241816
           8677.5     2.450024E-6     9.204182E-7     1.036953E-8     5.961877E-8     5.641747E-8     2.704112E-7     1.598341E-8     2.654492E-7     3.235036E-7     4.982920E-4       0.1347741       0.1241692
            8678.     2.450270E-6     9.190688E-7     1.038377E-8     5.957894E-8     5.638726E-8     2.705366E-7     1.599644E-8     2.653536E-7     3.209957E-7     4.943797E-4       0.1346623       0.1241567
           8678.5     2.450515E-6     9.177198E-7     1.039801E-8     5.953912E-8     5.635703E-8     2.706619E-7     1.600947E-8     2.652579E-7     3.184884E-7     4.904682E-4       0.1345505       0.1241443
            8679.     2.450761E-6     9.163708E-7     1.041224E-8     5.949930E-8     5.632680E-8     2.707872E-7     1.602250E-8     2.651623E-7     3.159815E-7     4.865573E-4       0.1344387       0.1241318
           8679.5     2.451005E-6     9.150220E-7     1.042647E-8     5.945948E-8     5.629658E-8     2.709124E-7     1.603552E-8     2.650666E-7     3.134750E-7     4.826473E-4       0.1343269       0.1241193
            8680.     2.451250E-6     9.136734E-7     1.044070E-8     5.941967E-8     5.626636E-8     2.710376E-7     1.604853E-8     2.649709E-7     3.109691E-7     4.787379E-4       0.1342151       0.1241068
           8680.5     2.451484E-6     9.123210E-7     1.045487E-8     5.937958E-8     5.623588E-8     2.711615E-7     1.606147E-8     2.648740E-7     3.084622E-7     4.748272E-4       0.1342571       0.1241499
            8681.     2.451718E-6     9.109688E-7     1.046905E-8     5.933952E-8     5.620543E-8     2.712854E-7     1.607441E-8     2.647772E-7     3.059559E-7     4.709173E-4       0.1342992        0.124193
           8681.5     2.451951E-6     9.096169E-7     1.048321E-8     5.929944E-8     5.617495E-8     2.714092E-7     1.608734E-8     2.646804E-7     3.034501E-7     4.670082E-4       0.1343412       0.1242361
            8682.     2.452184E-6     9.082650E-7     1.049738E-8     5.925937E-8     5.614449E-8     2.715329E-7     1.610027E-8     2.645835E-7     3.009447E-7     4.630998E-4       0.1343832       0.1242791
           8682.5     2.452416E-6     9.069135E-7     1.051154E-8     5.921931E-8     5.611403E-8     2.716567E-7     1.611319E-8     2.644867E-7     2.984399E-7     4.591922E-4       0.1344251       0.1243222
            8683.     2.452648E-6     9.055620E-7     1.052569E-8     5.917925E-8     5.608356E-8     2.717803E-7     1.612611E-8     2.643898E-7     2.959356E-7     4.552855E-4        0.134467       0.1243652
           8683.5     2.452880E-6     9.042107E-7     1.053984E-8     5.913919E-8     5.605310E-8     2.719039E-7     1.613903E-8     2.642929E-7     2.934317E-7     4.513794E-4        0.134509       0.1244082
            8684.     2.453112E-6     9.028598E-7     1.055399E-8     5.909913E-8     5.602265E-8     2.720275E-7     1.615194E-8     2.641961E-7     2.909283E-7     4.474742E-4       0.1345509       0.1244511
           8684.5     2.453344E-6     9.015089E-7     1.056814E-8     5.905908E-8     5.599218E-8     2.721510E-7     1.616485E-8     2.640992E-7     2.884255E-7     4.435697E-4       0.1345927       0.1244941
            8685.     2.453575E-6     9.001583E-7     1.058228E-8     5.901903E-8     5.596171E-8     2.722744E-7     1.617775E-8     2.640022E-7     2.859231E-7     4.396659E-4       0.1346346        0.124537
           8685.5     2.453805E-6     8.988077E-7     1.059641E-8     5.897897E-8     5.593125E-8     2.723978E-7     1.619064E-8     2.639053E-7     2.834213E-7     4.357631E-4       0.1346764       0.1245799
            8686.     2.454036E-6     8.974574E-7     1.061054E-8     5.893893E-8     5.590079E-8     2.725211E-7     1.620353E-8     2.638084E-7     2.809199E-7     4.318609E-4       0.1347182       0.1246227
           8686.5     2.454266E-6     8.961076E-7     1.062467E-8     5.889888E-8     5.587034E-8     2.726445E-7     1.621643E-8     2.637115E-7     2.784192E-7     4.279596E-4         0.13476       0.1246656
            8687.     2.454496E-6     8.947577E-7     1.063879E-8     5.885884E-8     5.583988E-8     2.727677E-7     1.622931E-8     2.636146E-7     2.759188E-7     4.240591E-4       0.1348017       0.1247084
           8687.5     2.454726E-6     8.934080E-7     1.065291E-8     5.881880E-8     5.580942E-8     2.728909E-7     1.624219E-8     2.635177E-7     2.734189E-7     4.201593E-4       0.1348435       0.1247512
            8688.     2.454955E-6     8.920584E-7     1.066703E-8     5.877877E-8     5.577896E-8     2.730140E-7     1.625506E-8     2.634207E-7     2.709196E-7     4.162603E-4       0.1348852        0.124794
           8688.5     2.455184E-6     8.907091E-7     1.068114E-8     5.873872E-8     5.574850E-8     2.731370E-7     1.626793E-8     2.633238E-7     2.684207E-7     4.123621E-4       0.1349268       0.1248368
            8689.     2.455412E-6     8.893599E-7     1.069524E-8     5.869868E-8     5.571804E-8     2.732600E-7     1.628080E-8     2.632268E-7     2.659224E-7     4.084646E-4       0.1349685       0.1248795
